,name,Largest cavity diameter (?),Pore limiting diameter (?),Largest free pore diameter (?),Density (cm^3/g),Accessible Surface Area (m^2/cm^3),Accessible Surface Area (m^2/g),Nonaccessible Surface Area (m^2/cm^3),Nonaccessible surface area (m^2/g),Accessible volume volume fraction,Accessible Volume (cm^3/g),Nonaccessible Volume (cm^3/g),Metal type,Has open metal site,Type of open metal,Extension,overlap with Free solvent remove COREMOF,from CSD database,public,Has disorder,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,,,,,,,,,,,,,,,,,,,,
,acs.inorgchem.5b02973_ic5b02973_si_002_clean,11.38761,10.4443,11.38761,1.02785,1047.76,1019.37,62.4425,60.7507,0.593,0.576933,0,Cu,No, ,clean,Y,N,Y,,Y,UKEVIR,Y,"	18/12/2015",10.1021/acs.inorgchem.5b02973,"1 SI, 1 Structure",UKEVIR,,,,,,,,,,,,,,,,,,,,,
14402,acs.inorgchem.6b00081_ic6b00081_si_001_clean,7.28268,5.80535,7.28268,1.16215,782.38,673.218,0,0,0.4952,0.426107,0,Ni,No, ,clean,Y,N,Y,,N,,Y,25/10/2012,10.1021/acs.inorgchem.6b00081,"1 SI, 4 Structure",ILIMUN01,ILIMUN01,ILIMUN,ILIMOH,ILINEY,,,,,,,,,,,,,,,,,
14405,acs.inorgchem.6b00136_ic6b00136_si_002_clean,7.2744,7.0365,7.27294,1.17665,1340.62,1139.36,0,0,0.582,0.494624,0,Zn,Yes,Zn,clean,Y,N,Y,,Y,EKEXUP,Y,06/12/2015,10.1021/acs.inorgchem.6b00136,"1 SI, 4 Structure",EKEXUP,EKEXUP,EKEYAW,EKEKIQ,EKEKOW,,,,,,,,,,,,,,,,,
14412,acs.inorgchem.6b00276_ic6b00276_si_006_clean,14.12459,8.71298,14.12459,0.76132,1982.07,2603.46,21.492,28.2299,0.7202,0.945989,0,"Zn,Co",Yes,Zn,clean,Y,N,Y,,N,,Y,02/02/2016,10.1021/acs.inorgchem.6b00276,"1 SI, 1 Structure",BENNEQ,,,,,,,,,,,,,,,,,,,,,
14397,acs.inorgchem.6b00433_ic6b00433_si_002_clean,5.96211,4.62167,5.8482,1.10398,1177.53,1066.62,0,0,0.5062,0.458523,0,Cu,Yes,Cu,clean,Y,N,Y,,N,,Y,12/10/2015,10.1021/acs.inorgchem.6b00433,"1 SI, 1 Structure",ILAXIE,,,,,,,,,,,,,,,,,,,,,
14422,acs.inorgchem.6b00894_ic6b00894_si_002_clean,6.64699,4.59021,5.67003,1.10689,1216.8,1099.29,0,0,0.5272,0.476289,0,Zn,Yes,Zn,clean,Y,N,Y,,Y,ATAJAI,Y,09/03/2016,10.1021/acs.inorgchem.6b00894,"1 SI, 1 Structure",ATAJAI,,,,,,,,,,,,,,,,,,,,,
14423,acs.inorgchem.6b00894_ic6b00894_si_003_clean,5.39452,2.99444,5.35605,1.36061,0,0,496.94,365.232,0.4792,0.352194,0,Cd,No, ,clean,Y,N,Y,,Y,ATAHUA,Y,09/03/2016,10.1021/acs.inorgchem.6b00894,"1 SI, 1 Structure",ATAHUA,,,,,,,,,,,,,,,,,,,,,
14432,acs.inorgchem.6b01211_ic6b01211_si_002_clean,11.28381,4.52903,11.28381,0.822811,2257.22,2743.3,0,0,0.6948,0.844422,0,Cu,Yes,Cu,clean,Y,N,Y,,Y,OTIHOQ,Y,16/05/2016,10.1021/acs.inorgchem.6b01211,"1 SI, 1 Structure",OTIHOQ,,,,,,,,,,,,,,,,,,,,,
14437,acs.inorgchem.6b01416_ic6b01416_si_004_clean,6.69143,3.5273,6.69143,1.34288,1327.26,988.368,0,0,0.5278,0.393035,0,Cd,Yes,Cd,clean,Y,N,Y,,N,,Y,27/05/2016,10.1021/acs.inorgchem.6b01416,"1 SI, 1 Structure",EXAHOC,,,,,,,,,,,,,,,,,,,,,
14438,acs.inorgchem.6b01569_ic6b01569_si_002_clean,6.29847,5.43889,6.29847,1.11326,868.696,780.315,0,0,0.5092,0.457394,0,Ni,Yes,Ni,clean,Y,N,Y,,Y,EMAMIQ,Y,10/05/2016,10.1021/acs.inorgchem.6b01569,"1 SI, 3 Structure",EMAMIQ,EMAMIQ,EMAMOW,EMAMUC,,,,,,,,,,,,,,,,,,
14440,acs.inorgchem.6b01740_ic6b01740_si_002_clean,15.68052,8.0633,15.68052,0.473321,2336,4935.34,0,0,0.7938,1.67709,0,Co,No, ,clean,Y,N,Y,,N,,Y,27/06/2016,10.1021/acs.inorgchem.6b01740,"1 SI, 1 Structure",EXERUW,,,,,,,,,,,,,,,,,,,,,
14441,acs.inorgchem.6b01762_ic6b01762_si_002_clean,11.40609,8.52606,11.40609,2.31198,1582.43,684.446,0,0,0.647,0.279846,8.65E-05,Th,Yes,Th,clean,Y,N,Y,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,
14459,acs.inorgchem.6b02407_ic6b02407_si_002_clean,6.36153,3.76503,6.36153,0.960789,1995.17,2076.59,0,0,0.6214,0.64676,0,"Zn,Li",Yes,"Zn,Li",clean,Y,N,Y,,Y,KATTOR,Y,01/07/2016,10.1021/acs.inorgchem.6b02407,"1 SI, 1 Structure",KATTOR,,,,,,,,,,,,,,,,,,,,,
14460,acs.inorgchem.6b02407_ic6b02407_si_003_clean,6.24791,4.32537,6.22758,1.12188,1617.2,1441.52,0,0,0.5614,0.500411,0,"Zn,Li",No, ,clean,Y,N,Y,,Y,KATTUX,Y,01/07/2016,10.1021/acs.inorgchem.6b02407,"1 SI, 1 Structure",KATTUX,,,,,,,,,,,,,,,,,,,,,
14461,acs.inorgchem.6b02413_ic6b02413_si_002_clean,13.37732,6.88163,13.37732,0.804279,2195.74,2730.07,0,0,0.74,0.920079,0.00124335,Tb,No, ,clean,Y,N,Y,,Y,ZALLAC,Y,17/02/2016,10.1021/acs.inorgchem.6b02413,"1 SI, 2 Structure",ZALLAC,ZALLAC,ZALLEG,,,,,,,,,,,,,,,,,,,
